config,phi,T2x,THs,THd,th,eheat,aOHC,Lthx,lgla0,Ggla1,Ggla3,ggla,lgis0,Lgis1,Lgis3,Lais_smb,lais0,aais,k_toc,vgx,ggx,To,bdic,gdic,npp0,vfire,vharv,vmort,vstab,vrh1,vrh23,apass,bnpp,anpp,gnpp,bfire,gfire,brh,grh,ka,ga,k_tth,Cfr0,CO2pi,Lgla,Lais,tgla,tgis,tais,adic,aoc_1,aoc_2,aoc_3,aoc_4,aoc_5,toc_1,toc_2,toc_3,toc_4,toc_5,vrh3,aLST,grt1,grt2,krt,amin,vthaw,vfroz,ath_1,ath_2,ath_3,tth_1,tth_2,tth_3,aCO2,k_pH,T2x0
331,5.412188,2.4741952,8.473331,186.3441,0.62966275,1.471377,0.92387986,1.645958,0.17500027,0.33863118,0.055515587,0.04462995,0.38035968,163.46468,4.23607,0.51943165,0.25435278,0.0042422144,1.1605436,0.37167713,0.04417063,18.32814,0.84956527,0.06648951,46.802425,0.009819772,0.001677692,0.10582946,0.37027714,0.16157565,0.023631018,0.58199763,0.9765503,0.09090486,-0.020373495,0.037909187,0.03783329,0.61218286,0.01243901,1.831853,0.14737219,1.9772702,515.8793,279.84012,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
332,5.757383,2.8423207,9.330796,65.567894,0.53467387,1.7996305,0.8846473,2.011452,0.44713607,0.33450967,0.035961475,0.060865752,0.18794486,222.81392,4.914376,0.455325,0.047321565,0.005467735,1.1164905,0.3332398,-0.024579076,18.36226,0.92610765,0.062668145,47.675457,0.0075244005,0.0011601129,0.11461455,0.22936998,0.28185457,0.02373441,0.7651397,1.6437258,0.8960912,-0.011378866,-0.21201013,0.065055214,0.62661695,0.020523766,2.730962,0.07011122,0.2967536,553.7454,286.00308,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
333,5.6947894,3.7639332,10.250619,87.27174,0.4922013,2.135815,0.8907787,1.8954183,0.2419384,0.41031528,0.007347867,0.087630436,0.5896695,139.06274,7.182573,0.31266034,0.012624704,-0.0012675845,0.81821173,0.16166314,-0.023572743,17.433596,0.6847543,0.03713755,43.51114,0.002028854,0.010404749,0.10547569,0.5333564,0.3507901,0.017692484,0.38555887,1.083857,0.38003096,-0.058626227,-0.02832612,-0.013379498,0.41914597,0.014350791,1.753138,0.1294295,0.26558742,715.7865,275.86316,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
334,6.083848,4.3310738,6.5143394,45.279602,0.76178277,2.1350615,0.91993093,1.6977384,0.45680776,0.31385684,0.029983843,0.10851647,0.2557591,269.32147,4.5938373,0.37038282,0.0007680898,0.0018946409,0.73801297,0.20032483,-0.007518554,17.812372,0.8474727,0.06692852,47.825645,0.00808109,0.00075144623,0.10744571,0.035004184,0.08146734,0.021531489,0.7851901,1.1143982,0.25914404,-0.050472826,-0.2882667,-0.035014145,0.47885242,0.12881546,2.269042,0.14326803,1.2004657,565.0236,277.8444,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
335,6.1098776,2.6183474,7.529633,175.62091,0.66755664,1.654222,0.9027145,1.6228124,0.41108456,0.2906729,0.04753649,0.10937282,0.28020293,243.32527,4.7561865,0.59061277,0.06831379,0.0039832,0.77743983,0.2407022,0.010428133,18.012177,0.89595056,0.055239864,46.231724,0.003644993,0.00042568368,0.10010209,0.054171942,0.110856615,0.023623442,0.60729814,1.1582257,0.0997392,-0.044714205,-0.35298425,-0.06726033,0.6295713,0.060087875,1.5588198,0.1863201,0.7478024,582.4488,274.24475,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
336,4.811659,4.311729,8.345107,125.59133,0.646725,1.0281347,0.92631066,1.776071,0.52955705,0.286479,0.017083406,0.10289238,0.48523512,183.64954,6.7732673,0.49431953,0.061404873,0.004168561,1.0203015,0.16065824,0.03781645,17.837217,0.8525393,-0.0017124134,45.03243,0.008799169,0.008801412,0.110627994,0.17136967,0.20270139,0.017648833,0.7486133,1.2476035,0.057701226,-0.050071195,0.073571086,-0.17294313,0.9741493,0.09895413,1.0207266,0.11659552,1.3738114,475.50763,284.24335,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
337,4.5965295,3.8343027,9.16302,133.6506,0.48834696,1.9098766,0.9309053,2.131118,0.33701017,0.3744483,0.01889289,0.060699314,0.3795003,252.30875,6.5171075,0.38610908,0.035487033,0.004094578,1.2101547,0.20115218,0.032175906,17.589634,0.9512275,0.036462236,54.027504,0.0028817817,0.0036500148,0.09966286,0.42554542,0.15316531,0.03067748,0.7226521,0.95736873,0.17386094,-0.006834054,-0.03534286,0.24087195,1.420393,0.07251043,2.0731938,0.11098968,0.50023365,473.632,286.9046,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
338,5.4559836,3.1732848,6.979401,55.199516,0.6274557,2.2094436,0.9082656,1.7444345,0.3257054,0.33341736,0.014936476,0.07918432,0.47267845,190.51917,5.101149,0.52674896,0.09212272,0.009723413,0.9297445,0.33926716,0.033836376,17.03256,0.8970148,0.042255454,50.430527,0.0022265124,0.0054042693,0.12190185,0.12173801,0.31871155,0.02300976,0.5961612,1.1524415,0.1567491,-0.04682739,-0.018643497,0.01686051,0.7878905,0.017224144,0.814964,0.18568313,3.3005352,759.54205,281.46805,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
339,5.830909,3.478027,8.017347,249.97456,0.7784471,1.1505597,0.89246047,1.4596218,0.47950467,0.2992009,0.039504644,0.03245013,0.24563001,171.98854,8.432169,0.47082046,0.16167918,-0.00071646215,0.76891714,0.24793404,0.014716207,18.831781,0.8512807,0.04292718,43.648964,0.0013482565,0.0031772864,0.08729243,0.26235238,0.19592077,0.03451908,0.50118035,1.3905389,0.025311455,-0.030766374,0.14460544,-0.0937781,0.87167084,0.11029232,1.9921197,0.12180042,0.056318983,589.6479,274.4288,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
340,4.649797,2.7747605,9.213436,143.34041,0.639261,1.3307757,0.9147969,1.877562,0.3731064,0.3825149,0.023405287,0.116809584,0.43997955,182.45966,6.7774134,0.35672215,0.10650267,0.0029568016,1.0519311,0.1446918,0.021005811,17.775232,0.98136044,0.071885325,47.1224,0.003650141,0.0049354085,0.111390375,0.22192968,0.2436437,0.022811979,0.4819657,1.5752716,0.13827123,-0.014238146,-0.12159719,0.034760453,1.9235246,0.11247282,2.2228785,0.15426667,0.66715014,477.89178,281.20676,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
341,5.436296,2.918362,7.378368,108.50414,0.80377567,1.1264862,0.9053233,1.855487,0.12887049,0.37321937,0.0093556205,0.059572287,0.14498977,193.6829,7.8457947,0.35983524,0.181738,0.002415666,0.96665287,0.29988074,0.044150665,19.43383,0.952111,0.049294706,45.485786,0.004187059,0.0037323541,0.1095616,0.34148416,0.13503486,0.020447237,0.7404968,1.1324133,0.66275245,0.0168023,0.022407938,-0.031515475,0.3670529,0.07742459,1.5203452,0.17656906,1.1997443,411.0917,276.12415,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
342,6.0694346,3.5013359,9.366036,160.6064,0.73801076,1.2573538,0.9037927,1.9307132,0.6484544,0.3247825,0.032273978,0.08745183,0.47464538,230.69994,7.1509433,0.31965995,-0.029919103,0.0018827539,0.7410425,0.25826868,-0.00682636,17.62238,0.9686453,0.051135562,43.220203,0.011983479,0.000832547,0.11416699,0.3291355,0.15354726,0.025398042,0.74640006,1.3722746,0.030146921,-0.049791157,-0.07840389,-0.09305324,1.207993,0.19425954,5.195581,0.04586114,0.3293436,575.88666,277.7904,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
343,4.6540217,2.3004346,7.576759,280.8529,0.8788983,1.2921771,0.90146255,2.047762,0.4134545,0.42049733,0.032036893,0.052672554,0.48767576,243.86407,6.6815467,0.24763729,0.035393715,0.0025370023,0.85321486,0.15840885,0.06534268,17.518135,0.957106,0.023956819,49.063507,0.0025072352,0.012783137,0.11442803,0.24020688,0.43912545,0.013188381,0.5543667,0.7307382,0.100129396,0.01684332,-0.037774563,-0.068836905,1.7330294,0.010004456,5.6907854,0.106458336,1.140137,695.6489,280.2494,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
344,5.2897286,3.1661353,7.6120157,86.12119,0.6498145,0.84104276,0.89488655,2.3794684,0.48126334,0.34939593,0.008894352,0.029574828,0.27469423,226.37491,6.2561,0.37103423,0.00185024,0.0057074595,1.0054508,0.23870835,0.048366364,18.510815,0.92458993,0.05585091,48.746906,0.005746032,0.0022086897,0.09604129,0.0694557,0.44121063,0.011593309,0.37520656,0.8945254,0.47038966,0.006960453,0.009767896,0.13288493,0.61876404,0.014018112,2.1257343,0.105551764,0.4058961,476.60544,279.751,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
345,4.8631153,4.2524996,9.38507,122.993805,0.7700806,1.3867098,0.899892,1.7277353,0.34767562,0.42950568,0.025035912,0.029821452,0.29029387,167.35162,5.286084,0.5267606,0.07449631,0.0030471738,1.0571222,0.14823636,0.006196376,17.56721,0.9276847,0.05099456,47.05522,0.0043920693,0.0028638677,0.11404943,0.5490463,0.2102164,0.03248255,0.911167,1.4142356,0.1571138,-0.007969225,-0.037126333,0.021339118,0.5378439,0.06739116,0.7388412,0.14216802,1.1961998,558.3967,282.14755,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
346,5.1530633,3.8544173,8.461485,19.230793,0.91697866,1.7609663,0.9197676,1.4315822,0.14096849,0.39253205,0.04496937,0.2661273,0.4823895,135.58273,4.9974523,0.46175188,0.1066333,0.0027732947,0.7412473,0.17042455,0.017144538,18.119701,0.91268027,0.047613088,42.78567,0.0052146665,0.0050026355,0.09507752,0.09883996,0.12237869,0.022534452,0.39696896,1.0617068,0.39437088,-0.034447733,0.064185694,-0.0074472576,1.0783933,0.04055757,1.6613685,0.11678021,0.15279746,512.7772,273.88596,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
347,4.714964,5.191561,7.756843,76.51768,0.5959238,2.3422127,0.90387774,1.7877,0.45894495,0.31119236,0.054112755,0.11545577,0.25943112,207.02701,5.6725597,0.37049723,0.108773306,0.00751721,1.0695572,0.18305281,0.014898441,18.683823,1.0077301,0.030380385,47.63396,0.0038106549,0.0036011508,0.107313044,0.45370096,0.23801112,0.033099916,0.8308271,1.3911402,0.31974444,-0.013571824,0.032659225,-0.019996906,0.5624889,0.01601734,1.101124,0.11298415,0.73658454,459.4577,278.71112,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
348,6.379209,1.8758434,9.6470375,178.37357,0.6892029,1.1977077,0.91201186,1.7632875,0.48126432,0.32328773,0.01705512,0.028477937,0.323976,189.64682,2.576904,0.45130834,0.072083056,0.003185088,0.6699831,0.14260364,0.07514351,18.525517,0.99049115,0.028992102,53.87146,0.0036110606,0.0006843167,0.124704234,0.16932636,0.14096744,0.023282208,0.70200205,0.7749955,0.03439812,-0.00218389,-0.26967025,-0.10510012,0.31402358,0.08268922,4.1298738,0.15492624,0.49252206,551.51526,276.1873,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
349,4.1819353,3.4361038,8.875596,226.15869,0.5185231,1.1940893,0.9008008,1.5633016,0.2828748,0.4036638,0.01921119,0.26964784,0.030825332,289.25558,5.3955865,0.29783794,0.15201521,0.0025575466,1.1143123,0.19429481,-0.049875453,18.183437,0.8819374,0.045550954,45.512722,0.008689527,0.0011473409,0.10047508,0.37369847,0.18545154,0.021770174,0.7638662,0.7898283,0.029817274,0.028175851,-0.07820929,0.0053099114,1.1831073,0.030017337,0.5403149,0.1391755,0.26068896,601.1604,273.29135,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
350,5.563362,2.718596,8.008189,210.5303,0.6805723,1.0883265,0.90329707,1.8431814,0.47592294,0.320091,0.013935793,0.089453675,0.36061287,119.64645,6.2421923,0.315817,0.033462547,0.0016962022,0.92429006,0.114383005,0.06249596,17.503586,0.94755626,0.0051794685,48.201187,0.0048350757,0.0068928027,0.102450214,0.11780377,0.09342368,0.023995021,0.6953059,1.3260493,0.19985329,-0.039771035,-0.0005039252,0.086416684,1.0155326,0.105622604,1.7509587,0.0866161,0.9675362,387.47943,282.0586,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
351,5.9941072,3.9711506,8.663779,140.4683,0.4181664,1.6944283,0.9194319,1.8851066,0.41817233,0.32842362,0.024187727,0.22985294,0.51154864,170.00154,5.791177,0.38747162,0.048475035,-6.230981e-05,1.0169499,0.091741525,0.024150074,17.693733,0.87799495,0.027894516,48.118984,0.0037105163,0.0017317267,0.12138029,0.12124376,0.2460133,0.017954497,0.6701942,0.99845225,0.11646928,-0.00231837,0.17725441,0.10567793,0.6423128,0.043208294,3.8484683,0.124737866,0.59633434,594.9576,283.7255,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
352,4.3746085,5.0113215,9.072529,170.48509,0.7469713,0.6574892,0.9304506,1.7107863,0.23916787,0.33727202,0.0400282,0.1404303,0.29985902,234.26407,4.7898946,0.36089703,0.06767161,0.005662338,1.0297488,0.31215203,2.4081763e-05,17.710966,0.88581645,0.039798055,51.603127,0.010772473,0.006211999,0.10499521,0.19566853,0.099677734,0.028576814,0.5521289,1.1846546,0.11942809,-0.01328787,-0.1140746,0.060013954,0.9322623,0.023997627,1.1979691,0.09895303,0.42787904,457.7659,282.6519,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
353,6.143973,3.5871866,8.523089,191.33124,0.7919886,1.6581348,0.89358646,1.7996522,0.54428166,0.28517535,0.03951534,0.24398372,0.17285123,236.20158,5.7913284,0.23915045,0.056504738,0.0007979444,0.93450725,0.1802432,0.026067715,17.802164,0.87939245,0.0299657,44.06373,0.0044585792,0.0039670994,0.089741394,0.44325846,0.17537944,0.024352986,0.64419734,0.78698003,0.09592303,0.035793375,-0.08501758,0.10159006,0.90015894,0.047505252,1.9953786,0.17495081,0.6556129,676.032,282.01736,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
354,5.419062,3.197207,9.329505,60.653236,0.77194667,1.4835789,0.8874077,1.8635739,0.31701088,0.36600286,0.012825849,0.09932869,0.3534215,211.64871,6.449239,0.59377766,0.17001194,-2.5415764e-06,1.1323624,0.07508764,-0.0057993624,18.557178,1.0208753,0.012931466,42.152153,0.0041371067,0.0011765512,0.10799158,0.24560472,0.27907065,0.02197899,0.63234687,1.1934193,0.7380172,-0.021141496,-0.14206801,0.028531319,0.53061855,0.025003484,1.188981,0.108828634,0.36995238,625.703,278.54633,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
355,5.411911,2.6612535,9.965577,166.70534,0.56140035,1.2328246,0.8846618,2.2438788,0.09764053,0.3932882,0.021864796,0.031274993,0.3661334,168.97801,6.686131,0.3866202,0.048143223,0.0014044171,1.0083383,0.21580105,0.005875414,18.826828,0.9565841,0.046489,44.873657,0.00399951,0.0021833784,0.100738384,0.37822962,0.20617038,0.017273573,0.24589181,0.9619033,0.3131103,-0.037631314,-0.02960613,0.08962982,1.0080202,0.028583981,0.51150435,0.09875802,0.46093264,415.4959,278.8601,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
356,5.2934375,4.4473763,7.479075,120.04724,0.74352354,0.70685714,0.8938425,1.8624344,0.8135372,0.23769553,0.03106225,0.07815314,0.21893595,193.19533,4.3867183,0.50187504,0.0880245,0.007611473,0.7739056,0.24188903,0.057465974,18.016651,0.8910006,0.030989228,46.693012,0.00548334,0.004469028,0.10513004,0.12854466,0.16525938,0.02321411,0.6553164,1.1705235,0.6534538,-0.0034909288,-0.037407376,0.04506775,0.90485835,0.017118797,0.7972782,0.14237997,0.21961083,426.08163,282.83118,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
357,5.3770976,3.191861,7.8535147,108.91797,0.5486927,1.6469156,0.906408,1.6727086,0.46896827,0.30433625,0.013329673,0.1302145,0.18814026,295.26108,5.1659703,0.6548959,0.14575431,0.0073394645,0.7689874,0.25916427,0.046512354,18.23124,0.93942297,0.027392281,45.2819,0.0026956776,0.004802081,0.110493295,0.12660663,0.44588757,0.015432204,0.88686246,0.99870425,0.44223425,0.03579042,-0.06270142,-0.0033212428,0.97805804,0.004604003,0.9546828,0.18766975,0.98906577,522.2534,278.40213,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
358,4.8643804,4.017863,9.0195875,153.62506,0.8158362,1.5323173,0.9448368,1.6935104,0.5425464,0.35490027,0.01158211,0.03896636,0.39647928,107.4195,9.520968,0.40002084,0.029754927,0.0012606335,1.1835891,0.18595605,0.021548036,17.207512,0.92004865,0.03704385,50.483143,0.006014111,0.004772646,0.11008827,0.13518694,0.25412145,0.022243354,0.90676355,1.3413148,1.3928851,-0.016163006,0.048275057,0.13101865,1.3010318,0.06555527,0.5483319,0.09762174,0.8860332,491.42206,283.559,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
359,4.789252,3.8231182,8.454899,194.65948,0.4881384,1.5545663,0.9032245,1.6788844,0.9001549,0.25632825,0.016959768,0.11653912,0.15191598,267.82022,7.525798,0.29739568,0.09466545,0.0056630704,1.1468414,0.11439199,0.027899602,17.43932,0.8807664,0.05887661,42.491604,0.0016542189,0.0037966277,0.11817368,0.60680544,0.35872105,0.028329438,0.81403977,1.7061005,0.52813035,0.00032705496,-0.046112306,0.09867462,0.7959663,0.02041263,4.634409,0.11799411,0.36675408,659.1753,272.0535,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
360,5.1747537,3.6820335,8.082121,122.94154,0.53872246,1.436358,0.91653687,1.9382463,-0.077939704,0.43121377,0.017525097,0.10855521,0.4283265,151.53645,8.746473,0.48304343,0.17346306,0.0070935157,0.654971,0.24268222,-0.030670965,17.68625,0.8440685,0.03241599,48.297222,0.009208074,0.0012650251,0.09895321,0.1241287,0.39679497,0.022501769,0.71394163,1.0027812,0.68411386,0.014751747,-0.08875441,0.19589742,0.835049,0.013946235,2.206188,0.12698086,2.7221103,501.77298,275.57355,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
361,5.6417837,4.789986,9.300096,129.96014,0.8607829,1.6913986,0.9290596,1.5986283,0.46285433,0.3603827,0.018372156,0.14813314,0.19633874,252.56392,5.206935,0.30258477,-0.01813153,0.0022499748,0.69630563,0.19090982,0.07093806,17.84295,0.9181244,0.03779135,50.2158,0.0101742735,0.00064288196,0.11244782,0.018593749,0.0482153,0.024637694,0.5020367,0.921508,1.2227325,-0.010430604,-0.07664017,0.005048494,1.3532572,0.023134729,2.0494134,0.09392429,0.7550293,569.4485,279.91873,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
362,5.7896533,2.6741402,8.28135,160.60518,0.71730447,1.4299538,0.92331004,1.7386544,0.19098434,0.3468629,0.018623054,0.11739487,0.12948918,239.30795,3.849774,0.4417566,0.0054144235,0.002953586,0.9955186,0.1447617,-0.006941566,18.05521,0.89250666,0.055545438,48.025043,0.0068213847,0.006207071,0.11143167,0.20442435,0.18623556,0.024823477,0.7049081,0.9213445,0.10432805,-0.013381587,-0.029649682,0.1833948,0.6710313,0.02728061,0.38984677,0.13356332,1.9535061,490.54648,277.71133,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
