config,T,d_T,CO2,d_CO2,Td,Hgla,Hgis,Hais_smb,Hais,Co_1,Co_2,Co_3,Co_4,Co_5,Cd,Cv,Cs1,Cs2,Cs3,a,Cth_1,Cth_2,Cth_3,ERFx,Eco2
201,1.0563476,0.042948347,400.0434,2.4799368,0.30507836,124.85426,86.031166,-23.570438,-2.4084272,2.2319036,1.7167861,2.5299754,2.3701015,2.200332,136.95927,643.83716,178.69601,67.97473,535.2811,0.09183962,0.4053763,3.8617053,35.026897,0.34264255,8.366063
202,1.0409635,0.0479827,399.3544,2.5311196,0.14303434,162.1384,139.37042,-15.80575,-32.4724,2.3228607,1.779177,2.583271,2.3303657,2.1087048,130.69807,461.54474,45.434956,89.031906,2257.1018,0.12922418,1.280421,7.6943846,63.460854,0.23994505,6.8933973
203,1.170242,0.04471404,400.03976,2.460361,0.1782201,58.73809,70.10186,-29.109339,-11.868781,1.7127736,1.4273005,2.2942932,2.3000226,2.198842,138.18095,386.48337,36.651447,187.3077,1049.4036,0.2975518,1.1551918,13.527185,138.52817,0.069620036,7.894686
204,0.9335371,0.038894366,400.14178,2.4894614,0.25091046,150.58174,79.3295,-6.04729,14.262868,2.9559226,2.1591027,3.0298858,2.6129563,2.3201346,142.84154,363.17032,45.995533,122.11597,379.5899,0.15314652,1.3467882,8.81515,72.38965,-0.50965494,8.4174595
205,1.057628,0.003366518,400.0672,2.472423,0.17250948,100.44555,101.75106,-21.734539,-46.774548,2.750993,1.9771421,2.7540998,2.4588888,2.2290926,137.58574,600.9186,42.97357,154.81705,140.70761,0.15467548,0.7249359,7.1668916,70.02544,-0.44717056,9.50257
206,1.080376,0.026608998,399.99512,2.5289032,0.16502602,182.10155,29.20725,-19.993153,32.452393,2.195233,1.7449538,2.7542024,2.599135,2.3461518,146.05185,608.47626,78.86751,23.085514,629.6546,0.068246044,0.55001444,4.315152,37.243214,-0.39179793,9.7696705
207,1.1037416,0.029784892,399.96497,2.489427,0.27659202,142.19315,29.825537,-21.49217,-0.33478558,2.1532226,1.6794847,2.5288205,2.282309,2.04536,126.74813,513.6822,122.672325,131.32863,991.3757,0.17015749,1.0703307,10.394924,95.17556,1.4777167,7.520112
208,1.1451514,0.04394854,399.8991,2.3479164,0.4123157,131.01018,39.3183,-32.54668,-6.19394,3.3544152,2.4590402,3.4149747,2.8656733,2.506678,153.81334,556.5021,140.84753,115.95162,1389.7456,0.1569644,0.9749056,8.002574,70.16069,-0.04738474,10.244307
209,1.0088636,0.031052982,400.18768,2.3774028,0.10371617,64.9516,76.15407,-19.390701,13.392863,2.128968,1.6627915,2.463904,2.2365043,2.0261056,125.70939,511.9104,103.65214,2241.7632,1096.192,0.14927039,0.19898513,3.9876366,66.41951,-0.4332499,6.767125
210,1.0215226,0.03788198,400.1037,2.5892556,0.20891146,97.89563,32.180016,-15.755946,24.69346,2.2335045,1.6897104,2.368462,1.976367,1.7172763,105.334854,627.44415,53.43694,798.782,1464.7272,0.16333161,1.0621386,10.535983,97.358795,-0.25551164,9.623407
211,1.0879973,0.04158013,399.8081,2.4279602,0.25396395,144.36217,40.255974,-18.858181,25.682287,2.4835718,1.8627005,2.668665,2.3262448,2.0719512,127.77621,461.24707,154.33835,182.9604,1152.1677,0.19791928,0.45006818,6.2898784,66.616714,0.14575234,8.135931
212,1.1286125,0.04558336,400.0091,2.390969,0.20911269,84.30868,88.30326,-38.831017,-24.481913,1.9612608,1.5593916,2.4098415,2.3537688,2.2264035,139.29768,448.69083,138.3372,310.73547,475.94855,0.15244761,0.3462949,5.433755,65.173,0.8010969,9.7060375
213,1.0089151,0.039396323,399.64706,2.4569056,0.1727613,85.48918,61.198524,-23.462801,30.548397,2.3928,1.8149712,2.6548975,2.3905284,2.1589932,133.75533,400.54025,103.14665,388.04416,2080.85,0.24607614,0.9647918,13.297915,142.13011,0.18765636,8.168077
214,1.0563914,0.039618053,399.99005,2.647475,0.3800851,40.17426,36.620667,-10.907722,1.4086412,2.5931573,1.9890661,2.910966,2.6143012,2.3649907,146.50793,436.86948,62.47285,40.96856,793.9806,0.05372675,0.40945205,3.3082118,28.870901,0.4415248,8.663599
215,0.99125826,0.03407244,399.3231,2.6194148,0.058778085,69.31976,45.96968,-16.577518,-3.3980126,2.2232075,1.719821,2.4987671,2.1445923,1.8774865,115.7068,454.9182,54.803356,72.71602,598.74884,0.30353567,2.9805293,16.762903,134.21861,-0.19078267,8.675541
216,1.074799,0.046991937,399.86533,2.4745107,0.10653639,80.18529,97.754005,-29.661524,-20.979502,2.824042,2.071978,2.8108125,2.2451317,1.9147606,116.529564,519.2163,29.257757,11.06311,15.323047,0.2959809,2.229538,14.670832,121.07745,0.13893244,8.184769
217,1.2113345,0.04643887,400.15277,2.4709496,0.31204954,28.329361,104.42494,-24.35339,1.2637534,2.417068,1.785537,2.5400949,2.2968736,2.0966475,129.81866,555.0492,149.12619,449.26767,882.35486,0.16157702,0.5938147,6.183658,57.956684,0.5610675,10.403966
218,1.1016474,0.044395804,399.42175,2.343605,0.22113183,130.67612,79.50697,-29.818579,34.66192,2.406356,1.8211037,2.650682,2.3892636,2.1701298,134.44365,665.25385,213.82309,412.29965,413.65762,0.16078924,1.3162887,7.047039,55.7146,0.16577014,11.42071
219,1.0211618,0.04319153,399.352,2.5636313,0.08577411,170.41756,119.95976,-21.464478,6.3764334,2.1879604,1.6299196,2.3101814,1.9728721,1.7344881,106.69884,501.57745,47.896683,343.70294,433.94638,0.13737467,0.9099349,8.17334,73.54185,-0.09799588,8.610064
220,1.0680716,0.038602613,399.8373,2.477028,0.16628024,110.140945,139.27454,-9.575239,58.931038,2.9109173,2.1352,2.9009173,2.3194032,1.9781513,120.47453,557.3861,52.345123,44.663277,1463.2124,0.14067554,1.647053,8.048363,62.46751,0.75045764,9.602796
221,0.96430033,0.03622576,400.63596,2.5496044,0.090783834,62.611347,73.7061,-12.799738,14.608829,1.623874,1.3420441,2.2223597,2.4240177,2.456897,155.43733,610.61035,190.00485,326.75684,567.94476,0.13212296,0.29185498,5.131664,73.22894,0.46677288,10.546824
222,0.93426645,0.025189197,399.79462,2.343868,0.075601496,151.34763,46.18145,-12.093635,9.399855,2.2943325,1.8063433,2.6885571,2.5270703,2.3398623,145.78883,530.0404,113.74125,342.12173,1005.54034,0.14460766,1.9817588,10.367724,81.492325,-0.2489055,10.072009
223,1.1970068,0.04619028,399.81476,2.442624,0.2236619,115.49286,52.616753,-44.96528,-25.576916,2.8516927,2.0426795,2.7254007,2.0953224,1.7483199,105.63719,494.84058,88.25389,208.59827,1286.1965,0.12461935,1.5158492,7.1201735,54.917164,0.34330165,8.828306
224,1.0927079,0.039575826,400.17584,2.2507522,0.27343622,58.66908,116.383385,-32.876945,-21.73391,2.6576638,1.9870154,2.835011,2.5465703,2.3219295,143.72095,505.60498,63.119312,143.19926,875.6965,0.21028104,1.0672174,11.797157,115.16145,0.21110824,7.800317
225,1.0931044,0.043008383,399.82904,2.6989846,0.37687987,110.26726,40.315247,-20.575377,16.651875,2.0109284,1.5371759,2.2743106,2.0668938,1.8784025,116.502396,717.36224,163.01799,81.437904,80.38689,0.17267987,1.6010014,11.277379,94.16956,-0.34604934,12.868126
226,1.2170113,0.050824065,400.7418,2.4761844,0.1802579,166.29999,53.50653,-22.424097,14.179156,2.1185234,1.6554266,2.4891653,2.4096026,2.2782946,142.3595,566.16846,165.20131,448.86792,1362.1023,0.19627322,1.0191041,9.345439,85.769455,0.33979306,11.520083
227,1.1065383,0.039990406,399.3488,2.5417237,0.19354995,124.96205,92.442024,-46.48342,-52.861366,2.3913312,1.7962707,2.473641,2.0166564,1.736067,105.95625,562.9624,96.73525,441.47037,608.9347,0.10865219,0.87844056,5.308883,42.899437,0.14932354,10.264544
228,1.0792572,0.021122133,399.6971,2.5950797,0.28179812,130.64944,61.27105,-10.650063,22.069159,2.17938,1.7284644,2.6170175,2.3665729,2.1253908,131.86548,517.75745,89.0709,254.40942,903.2414,0.117047764,0.53763753,4.87163,47.65934,0.43488628,8.510952
229,1.0769851,0.036113095,400.49884,2.4881303,0.19566105,89.12877,41.447296,-26.698969,12.55974,2.9778008,2.1003463,2.7924495,2.2618732,1.955385,119.14443,497.6053,220.5592,138.43864,1881.383,0.07783152,1.4872749,5.597771,41.878582,0.93204546,8.909024
230,1.1186905,0.030494828,400.3911,2.5810037,0.117364466,98.5426,44.91567,-25.164612,-49.131218,1.9416469,1.5244768,2.3121433,2.2106292,2.0736575,129.41615,498.9253,77.345505,97.16385,180.2269,0.2785996,1.0503106,9.901464,92.04485,0.3752436,8.925548
231,0.9997193,0.04111658,400.10498,2.5665221,0.06099891,99.75365,84.71987,-15.54772,-16.443213,2.7016711,1.9710209,2.767303,2.4294214,2.1787512,134.40665,344.0584,63.43229,45.294067,257.933,0.12963712,2.2165866,9.330182,71.075096,0.58615243,7.8803954
232,0.94990206,0.045269594,399.96182,2.535469,0.15503547,123.7111,53.314716,-17.345802,37.698524,2.1022243,1.6627041,2.5503967,2.3975015,2.2080352,137.54851,516.51434,247.83855,147.74307,368.95514,0.08276388,0.5146259,4.217689,38.111347,-0.37262744,10.543127
233,1.0684476,0.033970673,400.1185,2.4709687,0.2045451,70.75408,83.2593,-35.324482,-15.307155,2.4101224,1.8646038,2.7708282,2.6615684,2.5157714,157.0423,454.50092,52.415565,131.66464,1694.361,0.15617457,0.7666014,7.977562,75.38101,-0.09772973,8.918457
234,1.1671476,0.04607463,400.357,2.4502473,0.23719768,133.21906,82.833885,-34.510418,-48.32273,2.419108,1.7520355,2.4318116,2.0755901,1.8395708,113.076515,597.41296,77.24016,182.55884,667.3037,0.11950974,0.30942672,4.2751665,46.330708,0.6885184,8.742797
235,1.1239974,0.04186356,399.20987,2.507589,0.20501451,120.45979,46.016563,-33.439568,-8.954437,2.4074302,1.8530878,2.736614,2.5358531,2.333327,145.07881,547.0505,64.24846,50.963696,117.99654,0.10369214,0.16159236,2.778275,35.472767,-0.0755991,9.098264
236,1.1740097,0.043641895,400.05646,2.617785,0.27302092,117.525345,120.571495,-24.770756,13.893461,1.9982421,1.6026071,2.5175319,2.4406028,2.2780232,142.37611,474.23163,69.79882,85.812035,1836.5228,0.09007965,0.78756917,5.7530837,48.702606,-0.49130258,9.421865
237,1.2776334,0.031949602,399.91095,2.4101071,0.36108887,98.21547,57.49462,-31.689442,-59.15099,2.7745578,2.135907,3.1838346,2.9938984,2.7858627,173.51524,770.3972,67.231575,124.92831,284.11465,0.06706451,0.5465461,2.5509708,19.731817,0.23418197,11.680227
238,0.89461565,0.026212603,399.92627,2.3045197,0.060115613,44.87568,57.904686,-15.139417,39.279247,2.7275243,2.0661812,2.9678752,2.5865123,2.3037055,142.12343,469.69986,239.48161,177.517,209.63391,0.07155394,0.20535712,3.34094,43.41637,0.5397418,7.385409
239,1.2077852,0.04057496,400.31406,2.447634,0.21491234,101.045715,46.961964,-42.917835,-9.566076,1.9793125,1.5729338,2.4625616,2.5378964,2.5052612,157.63567,538.98004,55.80845,369.9594,1750.7156,0.057282627,0.30992663,2.3582556,20.299686,0.8439926,9.753012
240,1.1969485,0.046867497,399.50116,2.2852511,0.26328006,127.943726,106.17741,-28.808466,20.462128,2.8177147,2.1219108,2.998857,2.4820435,2.138255,130.97708,386.39243,108.86009,78.97506,533.9702,0.296772,0.9654028,9.315972,86.31476,1.2886025,8.40652
241,1.1562952,0.04467096,400.41718,2.2787557,0.14522617,84.61733,49.838097,-35.003212,-7.443921,2.2776508,1.8830936,3.0827632,3.34456,3.432219,217.28348,353.048,12.859192,56.933613,249.83524,0.32575694,1.7051321,12.812813,109.5271,-0.7705411,8.870375
242,1.0129967,0.04338672,399.89374,2.4391055,0.299953,64.958694,69.49422,-25.083403,-19.240108,2.538132,1.9930826,2.9324937,2.6909015,2.4656045,153.19543,367.9873,49.863407,354.76804,1031.7767,0.21123497,0.40750736,5.3609476,62.111,0.14221711,7.637563
243,1.053696,0.04007544,400.81757,2.56184,0.17411225,81.12639,24.058865,-19.522787,30.003973,2.2582455,1.7606113,2.5995135,2.4550996,2.281742,142.20638,584.37646,84.36925,105.19016,390.00986,0.06769051,0.64233834,4.3633723,36.044212,-0.059475135,9.190191
244,1.0377015,0.040007137,399.92657,2.4967642,0.17430511,128.6994,91.48295,-11.422403,39.622814,1.9523414,1.6145197,2.5975509,2.6610656,2.58281,162.61426,531.4602,72.13537,297.154,1367.4688,0.09080176,1.0902733,4.627738,35.07003,-0.1334898,8.569669
245,1.1336886,0.04024066,399.87582,2.4709427,0.15706737,148.2941,116.07306,-30.614172,29.630024,2.6676445,2.0197875,2.8913038,2.4822252,2.188002,134.70537,500.86005,195.91849,522.45984,140.17642,0.09588882,0.15207687,2.5197,32.001118,-0.008063674,8.924217
246,1.0621122,0.058641993,399.85516,2.4747176,0.14509478,148.84108,87.90475,-42.67104,33.313545,2.4400058,1.7323668,2.3828888,1.9867551,1.7352203,106.28998,411.60345,49.967842,62.018574,517.4181,0.18630297,1.3290825,7.111444,57.017418,0.24842378,8.087214
247,1.1270689,0.04759016,399.9678,2.4432888,0.17632577,144.83539,64.798515,-42.101093,-37.772083,2.1398635,1.6620098,2.4558358,2.2875838,2.1180997,131.79216,449.2343,157.6427,255.64897,1129.55,0.1143512,1.5013926,6.7882514,52.089344,0.39153942,8.8270855
248,1.1408638,0.029343897,399.93665,2.4424005,0.16853799,180.7033,66.561134,-27.022564,19.09505,2.193198,1.6624286,2.3847952,2.0493975,1.8065075,111.23433,520.62756,53.939117,55.2094,588.94574,0.25728768,0.19707468,4.322095,98.68133,0.21341403,7.1948714
249,1.1063726,0.046272147,400.2394,2.4419956,0.21023858,119.76725,90.32233,-19.203156,-21.582727,2.556334,1.9302877,2.7606888,2.4215658,2.1638913,133.60172,449.82184,47.23066,177.7427,101.818596,0.15059908,0.75848824,4.7259855,38.53931,0.80825967,9.26236
250,1.0389284,0.039491095,400.23615,2.4942207,0.060874037,70.3223,70.70351,-13.020572,-21.618198,2.1905923,1.6318401,2.3027086,1.9132683,1.6530063,101.31309,407.8143,76.84447,38.856365,786.33075,0.17783344,2.090236,13.011396,105.88346,-0.3989846,7.948844
251,0.98234737,0.037881862,399.62924,2.4577303,0.22804327,93.61287,65.83417,-8.598443,37.678356,1.9730003,1.5726103,2.4163506,2.2962766,2.1299133,132.88571,387.05536,87.616615,500.34674,1235.8062,0.15895382,1.0551506,8.747465,76.00738,0.3720085,7.5703454
252,1.0807563,0.04153396,400.0618,2.453283,0.20109887,170.49661,113.13277,-27.363865,-87.25743,2.4755023,1.9091961,2.7970138,2.542559,2.314916,143.61276,509.8313,54.139015,45.343586,215.56656,0.18094918,2.344255,12.965261,102.89876,-0.32933474,8.832952
253,1.0601579,0.050636034,398.83173,2.492062,0.35299104,94.45531,79.528305,-26.296131,-8.319959,1.995264,1.6380068,2.4888294,2.2774272,2.059009,128.00732,540.8644,102.59723,193.23311,575.62946,0.13485697,0.35988885,4.7185936,50.721874,0.1808788,9.394331
254,0.8964613,0.03411267,399.67218,2.5012913,0.084926024,68.108505,50.28647,-9.755415,24.560083,2.2655063,1.7699238,2.6513724,2.4862587,2.2978501,143.13377,490.93228,59.680866,149.28688,335.50626,0.21942937,1.907155,14.192531,119.346886,-0.38380843,8.969255
255,1.0375388,0.03204203,399.80444,2.5247684,0.1781151,125.31321,46.232727,-14.2317095,25.329882,2.9711566,2.1572192,2.8166027,2.0955331,1.7226784,103.37172,543.0875,71.985466,52.51825,490.864,0.1303643,1.4452409,8.164817,65.07798,0.2508539,8.724566
256,1.0830661,0.039407045,399.94565,2.4334729,0.47646493,86.973206,96.00038,-25.219997,33.46687,3.0010643,2.1971793,3.0733695,2.6996949,2.4327235,150.05423,699.91034,59.539753,480.13715,1273.3298,0.09892471,0.511731,4.524277,40.189583,-0.5726905,11.876863
257,1.1015608,0.042214993,399.91956,2.4551032,0.056576483,102.62622,71.08512,-28.895864,38.441517,2.6169147,1.9268429,2.6885917,2.2964244,2.035017,125.078384,672.7057,519.423,1294.4866,1156.7019,0.21063618,0.73209834,8.261934,80.07986,0.12341525,12.910774
258,1.0812044,0.033599257,400.72543,2.4344792,0.15114044,72.24532,102.724014,-31.27273,14.475614,3.1809077,2.187133,2.8533354,2.2905726,1.9749998,120.1559,480.95834,56.61018,184.90117,648.3285,0.28696838,2.2002165,15.88944,134.08252,0.061716653,7.148195
259,1.0289822,0.034369487,400.07736,2.45844,0.39260077,115.454735,86.52418,-25.618183,-55.76571,2.1752725,1.7485622,2.7286568,2.627894,2.43982,152.379,400.97412,23.96166,344.9153,565.86505,0.3378444,2.5710747,20.082144,173.2535,-0.3207167,8.703726
260,1.0023999,0.023727085,399.81708,2.3374202,0.23784927,70.83492,80.970276,-20.512594,1.5172313,2.150498,1.5493448,2.0980635,1.6770271,1.4309752,87.0897,533.08936,53.141212,42.471092,1237.1428,0.25170022,2.756806,16.175312,131.9953,-0.54912347,7.717038
261,1.1023065,0.04222993,399.95047,2.4521132,0.19410548,114.256516,108.24904,-16.467205,-30.004375,2.912183,2.1225703,2.9307897,2.4996727,2.2084022,135.68591,659.9668,43.193535,296.01984,593.8968,0.20130858,3.593551,12.496016,92.65051,0.23841527,9.079645
262,1.0995653,0.040755343,398.85312,2.4383235,0.06209029,139.24988,69.702896,-25.847263,-50.699863,2.1238964,1.7665507,2.8942313,2.9765043,2.8654244,180.2913,695.09094,85.974495,26.158346,174.51213,0.15597376,0.6482162,7.625399,75.170296,0.52407444,10.91403
263,1.1840585,0.070444584,399.73932,2.4896522,0.13402382,120.56425,10.334722,-33.369015,-15.756067,1.815856,1.4639742,2.3012676,2.2610097,2.1454167,134.33937,625.85675,40.71848,40.498245,549.68835,0.1790534,1.6564572,10.315797,82.596146,1.4368963,9.632631
264,1.0790123,0.032927863,400.01703,2.3119278,0.41102022,61.99518,91.5786,-22.390799,-25.320736,1.9652481,1.6049248,2.5997565,2.805715,2.8477988,180.02592,486.7186,139.9387,110.14935,1406.6555,0.1418402,1.4657352,4.8262534,35.570282,-0.4097299,8.650109
265,1.0566813,0.05214552,399.83716,2.4688253,0.6708085,102.99025,55.563892,-36.88773,7.777832,1.739597,1.3720262,2.0606923,1.8848305,1.703756,105.80033,426.68097,46.1138,291.37628,661.13245,0.18336518,0.4370717,7.5400443,85.47218,0.29315153,7.312167
266,1.1421014,0.03248836,400.18512,2.4056175,0.2734686,50.45762,119.15808,-31.798773,-54.705395,2.1770444,1.719075,2.5671363,2.3134377,2.0800219,128.94926,516.71234,245.38419,248.6445,518.33655,0.10558666,0.44101962,5.3192883,55.632446,0.17682631,10.04071
267,1.0880563,0.041221417,399.6551,2.4209528,0.16648921,99.84154,115.208435,-25.795757,-12.189983,1.8132662,1.4704831,2.347994,2.4883947,2.4968133,157.59692,612.24365,52.789787,429.29645,681.4445,0.07642509,0.93866646,5.2618265,41.778072,-0.16725072,12.070894
268,0.94353503,0.03932247,400.33167,2.4387774,0.11854185,117.856125,89.6688,-12.488042,-18.152813,2.7963064,2.0609345,2.851192,2.3974843,2.1028678,128.94785,490.24286,51.794518,425.6498,985.64465,0.121833265,0.60221744,7.1085844,70.27348,0.75385964,8.755281
269,1.1254958,0.041522086,399.6275,2.6213057,0.19741978,55.53988,79.78429,-21.852348,-13.178653,2.4519439,1.8218431,2.523844,2.0666237,1.7833055,109.08396,454.10394,253.679,257.65347,977.4352,0.19546664,0.8176386,7.5724287,72.299965,1.3356997,8.542465
270,1.0560894,0.04029863,399.91446,2.4399862,0.33700144,11.645044,78.159195,-15.89917,4.230927,3.0158646,2.1514225,2.8536236,2.2619224,1.9321121,117.39392,542.1509,103.085915,226.17285,1773.876,0.06045083,0.17961217,2.2402446,22.676058,-0.04918611,10.193166
271,1.1924087,0.044990387,399.91183,2.4791167,0.32590094,73.4028,87.8212,-22.695494,-20.878422,2.2494512,1.7282059,2.5486457,2.3452973,2.1493309,133.52573,490.11005,84.44138,213.00623,603.9583,0.18888009,1.0270507,9.430006,86.88341,0.08855052,8.804926
272,1.1622434,0.044968553,399.85083,2.4275153,0.3522107,94.080475,-9.397754,-25.37724,7.765106,2.077132,1.6263002,2.4365735,2.205328,1.985852,123.15929,634.38367,227.48726,239.8323,1087.91,0.1820211,0.6289846,7.766388,79.321915,0.2235425,11.367018
273,0.97853833,0.040573154,399.9568,2.472214,0.07743075,115.792435,53.13822,-17.155079,13.329985,2.2797642,1.8313029,2.8289745,2.748515,2.5897727,162.02953,483.93814,54.226906,267.80087,636.4728,0.17181028,1.193039,8.232362,68.86348,-0.45630154,10.548883
274,1.1711638,0.046237446,400.12823,2.4826381,0.08324388,115.90847,69.19036,-37.988487,-15.828697,2.0848918,1.6250896,2.402635,2.1274395,1.8920906,117.0036,393.0128,83.655785,1226.8846,708.7519,0.22101402,2.237605,13.267607,107.177734,0.21477339,9.68754
275,1.0376531,0.05929922,399.83038,2.436861,0.34693527,76.92596,72.30503,-30.591671,27.16156,2.7818708,2.1694202,3.3047652,3.24576,3.090955,193.40367,520.0464,348.02826,47.214485,171.15538,0.16430007,0.18120325,3.4285893,54.349022,0.18361418,10.873682
276,1.2566653,0.049712278,399.9182,2.4303184,0.18114541,111.05347,49.880543,-31.423132,-18.611414,2.4385674,1.9044688,2.9215436,2.8441799,2.7000842,168.83527,541.28937,82.168564,818.7949,2355.4202,0.17453592,0.15594931,3.0177896,56.48225,-0.028817296,8.318827
277,0.96436465,0.039399665,399.93433,2.372489,0.14505985,87.33296,43.36747,-13.624495,19.647205,2.8476548,2.078976,2.880925,2.4497743,2.1646628,132.87483,480.7286,267.20126,447.59668,850.47345,0.13966584,0.50550365,6.8508425,72.73067,-0.08337931,7.7816877
278,1.0684273,0.040944714,400.34653,2.6808813,0.08089497,51.08342,102.09974,-21.858786,-13.081159,2.8451445,2.0409343,2.8163583,2.4646978,2.21643,136.51144,496.8675,237.22981,67.782265,953.1608,0.18700978,1.622317,8.208994,64.114395,-0.38085553,8.6090975
279,1.0072653,0.03099005,399.1611,2.4572558,0.26922536,64.953026,79.024,-14.673746,39.17379,1.9189942,1.4846594,2.2140336,2.0026696,1.8060354,111.96037,398.33746,42.69951,160.58054,520.41296,0.13761407,0.44293326,7.236312,79.88623,0.93491775,7.655707
280,1.1204365,0.045289725,400.80173,2.5179482,0.10440675,55.472534,116.60618,-13.819063,28.783665,1.8311903,1.489128,2.4231067,2.5652366,2.5668564,162.03458,600.6865,197.01779,849.98956,257.97382,0.16923356,0.27829415,5.103961,70.054405,0.05989034,10.720026
281,0.9595453,0.05029633,400.18713,2.460363,0.27029115,114.22329,93.41838,-27.085928,18.075731,2.461498,1.8360313,2.6397805,2.1829941,1.8520477,113.179306,551.09875,57.48484,73.86046,143.35193,0.14174238,1.2944777,8.159156,66.50006,0.58411604,9.954323
282,0.8895375,0.04212726,400.24844,2.6012378,0.060195006,97.741776,119.391884,-8.598341,-36.294037,2.2064767,1.7085282,2.5981233,2.5129504,2.369795,148.04124,449.67,139.54604,402.2442,257.11368,0.0884648,0.247026,3.619049,43.846893,0.518906,6.8604765
283,1.1276562,0.07121666,399.91507,2.4735572,0.44056568,107.419205,79.84919,-22.213167,-28.612095,2.326275,1.7785,2.578303,2.3004034,2.0729234,128.28769,506.94653,96.39052,104.723305,500.2697,0.15766463,0.6295727,9.947585,120.14458,0.6383087,7.608396
284,1.0985584,0.03958529,399.9393,2.9335456,0.13631538,63.5719,14.19442,-14.968837,22.324503,2.3401835,1.700092,2.3252482,1.8790258,1.6105912,98.25651,538.82227,36.33797,837.3937,982.45935,0.29615155,0.67645496,10.671323,127.73451,0.860273,8.128359
285,1.1474973,0.045346964,400.04303,2.4817746,0.16516158,145.86624,94.43484,-22.368807,1.5339466,2.89642,2.1537175,3.0928683,2.7913022,2.549893,157.89749,581.4415,151.3228,199.04489,465.9615,0.04461326,0.12312825,2.0719774,25.839375,-0.3213701,9.762421
286,0.9724787,0.019685522,400.11295,2.4604225,0.3706689,74.92174,49.93808,-10.277971,-9.957434,1.5641321,1.2691784,2.038833,2.1507046,2.1443725,135.1799,624.36206,137.37976,771.5308,736.5998,0.056543134,0.81816083,2.804961,20.782597,-0.26040798,12.502718
287,1.0121671,0.048079014,399.9861,2.5134006,0.14328983,52.190052,61.668304,-21.409273,20.990316,2.3971004,1.7857965,2.4811606,2.0881875,1.8285755,112.21954,460.59564,309.3222,90.63397,319.5587,0.09792811,0.55246717,4.1837816,35.557713,-0.031800248,8.564809
288,0.96260387,0.040979486,399.9655,2.3745167,0.16648778,80.8347,92.43107,-13.396797,9.4101305,2.2432797,1.744772,2.5708463,2.2004066,1.9041786,117.23214,485.66388,149.63374,78.55617,217.62679,0.15361236,1.9394776,8.627739,65.94566,-0.16150865,7.3941298
289,1.0377753,0.03986038,399.88837,2.4862418,0.17330292,120.81819,73.75781,-20.2329,17.469599,2.374865,1.8609407,2.8477654,2.7251093,2.5475414,158.98547,452.7728,40.688866,436.2281,437.6828,0.104098305,0.33547565,5.1514177,59.27912,0.18679433,10.245428
290,0.9754097,0.040392626,399.9473,2.4778244,0.072854,133.50594,37.17394,-19.81423,6.2732,2.1318848,1.6446412,2.420049,2.2291625,2.0448008,127.048,518.92236,19.848719,20.052917,55.95295,0.09729433,0.4579355,4.897367,46.09741,0.41433305,7.35291
291,1.2866459,0.049267225,399.49445,2.5211792,0.31352353,143.14813,18.522032,-29.982687,22.598993,1.6944021,1.3526294,2.1127038,2.04627,1.9223725,120.204544,526.5223,28.224018,1028.2407,1210.6248,0.11347202,1.1727552,6.777936,54.353058,0.9817313,10.260561
292,1.0246184,0.041129705,399.6933,2.065014,0.3346793,133.51816,51.0853,-12.397364,-24.2347,3.0628533,2.2446847,3.1431923,2.7462535,2.461305,151.77296,529.88245,67.40768,542.452,361.97055,0.08261517,0.09110986,1.8015159,30.708363,-0.1403522,7.4279175
293,1.1225064,0.047605474,399.60077,2.4511335,0.2480865,90.49776,81.29253,-20.039545,-19.21904,2.258002,1.8146856,2.7612567,2.495902,2.23237,138.50395,567.525,184.12039,345.06537,894.82,0.14966555,0.24950774,4.1220646,60.372997,0.5725875,8.372349
294,0.9893654,0.03566256,400.35596,2.4075007,0.2639641,105.16598,82.54164,-12.383675,38.744095,1.7785549,1.4070375,2.1287155,1.997792,1.8414173,114.72298,385.78314,30.610739,12.564184,76.80166,0.049067445,0.14911862,2.2345686,25.147045,-0.319312,7.6617255
295,1.0356472,0.041573323,400.08362,2.4441462,0.14998776,69.73157,73.42537,-8.354545,-1.8682327,2.6831055,2.0011687,2.8437805,2.4476461,2.162368,133.1399,682.51605,220.49931,462.5088,790.6068,0.13833494,0.8142805,8.778236,81.97,0.46526963,10.672514
296,1.149918,0.0655994,399.87183,2.418524,0.37348673,81.49306,93.32222,-23.76403,52.04952,2.3589346,1.7489197,2.502281,2.161791,1.913666,117.89897,370.86816,158.31291,696.1146,627.2822,0.109183446,0.65994537,6.2748766,59.011726,-0.0014412164,8.821024
297,1.0179279,0.053129464,400.24167,2.4729886,0.35490617,47.415028,92.91577,-16.511223,-26.808918,2.1268578,1.6017873,2.2860224,2.0745544,1.8918574,117.152954,533.67413,47.61001,143.9138,254.24805,0.119682,0.25169632,3.8766751,44.536285,0.13413939,7.3891234
298,1.0767246,0.04509561,400.5451,2.1745644,0.32412797,111.27606,97.82933,-29.39624,39.176422,1.9505527,1.5329235,2.3403194,2.3022413,2.197409,137.58394,501.48618,91.46624,120.06239,296.92575,0.26405677,1.6955105,14.732712,129.5085,0.4664196,6.918705
299,1.0654399,0.045619532,400.63574,2.6375167,0.20477697,109.843445,81.038,-31.367517,-13.517209,2.3958483,1.8123366,2.6031861,2.265822,2.0132487,124.17788,622.8817,372.4585,136.47513,531.46075,0.16396156,0.23047332,4.0719957,63.956898,-0.6505496,9.689876
