config,T,d_T,CO2,d_CO2,Td,Hgla,Hgis,Hais_smb,Hais,Co_1,Co_2,Co_3,Co_4,Co_5,Cd,Cv,Cs1,Cs2,Cs3,a,Cth_1,Cth_2,Cth_3,ERFx,Eco2
1172,1.1124599,0.032693543,399.85873,2.4667306,0.3149565,62.70398,69.96906,-19.215322,33.04258,2.143618,1.667346,2.5106328,2.3926394,2.2323413,139.24251,461.57364,25.1395,998.97266,494.6277,0.116945304,0.2810653,4.363023,54.085583,0.1033539,10.329243
1173,0.994944,0.03611979,400.03387,2.4800854,0.34174678,110.86922,81.33271,-5.4403396,23.181759,2.3933964,1.8713968,2.8242762,2.6476336,2.4520288,152.70749,532.6639,50.63633,736.006,492.71973,0.1309252,0.47694904,4.6867995,42.78689,0.11663246,9.742563
1174,1.1052341,0.03624752,399.9552,2.5172596,0.18508878,45.195545,111.49833,-13.8876295,26.414236,2.6310368,2.0604682,3.1023662,2.7871523,2.487005,154.0324,442.03955,63.90584,658.9044,778.95935,0.19723403,2.4543793,12.926178,101.81913,1.0339689,9.86024
1175,1.0795856,0.033832647,399.74448,2.4803586,0.25682443,97.380295,104.95009,-12.898837,-29.188251,2.5221303,1.935056,2.7929733,2.5240023,2.2922091,142.0621,509.64267,46.194283,524.5792,573.06903,0.17637639,1.2346889,11.049422,100.1215,0.8777054,8.176109
1176,1.055742,0.057730354,400.0231,2.468219,0.087156735,62.930614,94.32608,-12.087052,18.352533,1.7658333,1.4675058,2.468307,2.723312,2.8037734,177.48953,538.7215,144.63464,378.51547,539.41754,0.21545708,2.486525,14.568067,117.86758,0.015394067,10.176452
1177,1.1426749,0.045351088,400.11078,2.522038,0.1633219,93.38627,105.2994,-16.634636,2.268957,2.3026764,1.8328718,2.8919969,2.8909326,2.7853398,174.66046,521.4136,211.64828,228.4744,784.27325,0.09064366,1.2315834,5.098179,38.58866,0.5572322,10.48867
1178,0.9667662,0.050863147,399.9517,2.5101712,0.131609,86.54596,70.19557,-9.062983,35.3422,2.4873683,1.9688743,3.0472007,2.910679,2.6968484,168.26389,505.80804,37.23243,849.7547,588.6335,0.13378105,1.9133718,7.693142,58.281837,1.3815447,11.043022
1179,1.0514128,0.038232327,400.08997,2.478377,0.2052459,78.62927,33.054695,-13.340283,50.540783,2.011596,1.5978827,2.3611434,2.1299133,1.9247402,119.38414,596.52716,115.52995,547.381,605.5001,0.06926811,1.0277078,4.3740854,33.275276,0.14818022,10.330385
1180,1.0606757,0.04037663,399.89697,2.4820063,0.2907426,77.07045,78.21189,-11.5807,21.925516,2.8514004,2.1393173,3.0641599,2.6954844,2.4153523,149.14473,585.84796,153.92656,560.0327,555.5586,0.104625665,0.904747,7.8237457,68.8964,0.2730016,10.791633
1181,1.2032304,0.044605654,399.8795,2.4905343,0.11736454,47.526726,139.0015,-16.821482,24.184906,2.1844192,1.7228568,2.6298118,2.4756117,2.289821,142.70096,517.2426,631.9719,423.2858,57.693897,0.23281948,0.7455599,5.6274676,48.130592,0.28255624,10.859546
1182,1.0476968,0.035851277,399.92822,2.4446037,0.22462864,86.425064,49.078712,-10.876478,29.905157,2.632603,2.00422,3.033183,2.9486067,2.786235,174.10367,510.91132,70.41585,590.9813,733.60974,0.15376185,0.1446661,3.9726624,67.709045,0.05847218,9.684222
1183,1.0727967,0.040661596,399.73468,2.472166,0.14017689,95.13173,24.64118,-13.989757,60.99604,2.29549,1.811174,2.7815495,2.6267498,2.4239879,151.10667,513.2262,56.927746,1278.8162,136.62155,0.14260952,1.9120018,8.417078,64.249084,0.4361276,11.223102
1184,1.1292151,0.038954485,399.9267,2.5034566,0.12807178,41.877125,114.517654,-13.222902,36.92163,1.932498,1.4822043,2.199174,1.9783399,1.7815491,110.35608,487.9356,230.83061,509.07242,274.30743,0.11698349,0.45579833,3.239437,27.312012,0.8036234,9.598417
1185,1.0141338,0.06005741,399.99884,2.4618382,0.05999273,45.23291,105.91115,-10.918818,43.30016,2.423036,1.9082706,2.9275784,2.9573874,2.864493,179.7582,512.4869,100.85728,409.21884,545.0374,0.18125348,0.6544782,9.865395,120.797646,0.18148069,10.01478
1186,1.1336992,0.042973667,399.82785,2.4435961,0.3562213,29.488367,85.17118,-19.211323,57.733948,1.8028526,1.4894359,2.431598,2.526311,2.4691381,155.51111,465.67178,245.03401,570.9059,439.91217,0.23639253,0.40681615,7.309886,115.15586,0.8949259,9.353446
1187,1.1602651,0.049478013,399.90253,2.4753964,0.3944898,66.26097,54.61013,-13.756755,12.391443,1.6084486,1.313586,2.1953642,2.335791,2.3152785,145.9785,464.1731,268.7863,159.24112,440.51495,0.17512575,3.548715,13.915731,104.93917,0.26709765,9.188021
1188,1.1615942,0.050226342,399.94864,2.4767098,0.28426212,107.85364,107.94448,-17.811813,7.0916696,2.7518802,2.1516652,3.24081,3.033081,2.804195,174.6274,568.4578,378.87457,489.5144,528.73004,0.18717913,0.7141263,7.73266,75.597694,0.06491437,10.991243
1189,1.1126769,0.044979226,399.92023,2.4749799,0.40852636,63.603615,112.28835,-17.533514,26.356964,2.3432717,1.8485863,2.80132,2.5345342,2.2676654,140.59624,578.01196,62.788654,522.5287,574.9837,0.17011032,0.8355619,9.480357,92.196266,0.9123211,10.548765
1190,1.058583,0.06764387,399.834,2.4477146,0.23569074,74.24741,63.170006,-8.686771,27.620245,2.5420322,1.9990832,3.0318322,2.9210057,2.7558718,172.21194,622.79114,86.50527,593.3519,219.99097,0.13652244,1.2589715,7.7332854,64.58206,1.305472,11.450629
1191,1.1810955,0.046393864,399.82462,2.471829,0.35814625,112.19258,56.635876,-22.786146,58.14292,1.6711184,1.3664649,2.2240753,2.36379,2.3563447,148.65865,627.4015,87.51071,654.41077,684.6662,0.053312697,0.22563049,1.747608,15.021176,0.84356594,10.77818
1192,1.16411,0.047259517,399.91058,2.4754531,0.11921843,97.62665,69.50079,-10.235868,26.623737,1.9646542,1.5069256,2.1499772,1.8455702,1.6282345,100.28742,606.67346,109.63588,463.75723,372.03873,0.12926401,1.2140771,7.8426466,66.60048,0.73112285,10.65439
1193,1.0671815,0.04003775,399.85114,2.4761336,0.2542077,122.30434,57.762928,-14.903809,28.81477,2.5366244,1.9173038,2.7511296,2.3238587,2.0180066,124.007706,547.9578,37.722942,114.88814,835.5133,0.14457618,0.56485736,6.6780424,65.84996,0.6190163,9.319963
1194,1.1518195,0.04422898,399.9937,2.517382,0.06595342,55.65926,105.151634,-21.125048,40.22904,2.5215023,1.9436657,2.8410833,2.4485617,2.14399,132.00693,642.4352,87.67715,608.5123,890.22327,0.13271819,1.3364276,7.657832,61.50126,0.31341863,10.994578
1195,1.1178982,0.04300637,400.05243,2.4907043,0.21126585,101.56235,64.129166,-16.214233,0.88309515,3.2646813,2.3613942,3.2578132,2.7858663,2.4725533,151.926,499.42392,81.13879,184.31682,672.03314,0.30550975,3.4908283,21.932169,179.56699,0.46103668,9.868133
1196,1.0946608,0.049843967,399.9274,2.4644372,0.107453465,114.169785,63.325787,-11.921835,-3.1375985,2.6904635,2.0214164,2.8652062,2.5356708,2.277964,140.76962,531.5939,35.65989,227.3165,1075.0986,0.19627818,0.65920055,6.6718965,62.278053,0.7751063,9.725951
1197,1.0838051,0.03960933,400.04974,2.4644468,0.27388048,54.36892,55.151855,-16.269852,16.916103,2.5654948,1.9664295,2.9233036,2.7690725,2.592276,161.54817,532.9261,94.73331,478.39444,99.481766,0.14710212,1.8102783,9.929339,78.59757,1.379481,9.992913
1198,1.1257483,0.048844926,400.04016,2.4871616,0.3243665,33.751976,89.73856,-22.96957,17.841282,2.444889,1.8218832,2.6069398,2.3607998,2.1446414,132.85104,631.6542,33.65558,945.5334,473.8775,0.19696014,0.9914543,7.3037477,62.063026,0.114613965,9.525063
1199,1.0442483,0.045069795,400.24838,2.3276134,0.20089436,98.11336,104.07101,-7.797606,51.77464,1.5338113,1.2557714,2.0086408,1.9189456,1.7347205,108.174194,565.35333,41.76889,324.94656,594.3893,0.19106998,0.28605136,5.4082937,95.72882,1.0688057,8.911925
1200,1.121408,0.044269342,399.92642,2.498558,0.12847793,104.41792,50.15751,-18.63305,36.89155,2.8236697,2.0822635,2.9648926,2.6583018,2.4129097,149.27109,561.06714,136.31895,336.35828,784.0231,0.15491572,0.16602439,3.1012418,49.56,0.16124292,9.5390415
1201,1.1434476,0.04409972,399.81952,2.4773552,0.37262693,93.31496,73.93605,-20.554693,14.713931,1.8433945,1.5424143,2.5553846,2.6772618,2.6101034,164.55965,485.7552,189.23163,68.77,687.4634,0.24966112,0.8323003,12.579862,144.57402,0.6843948,10.253098
1202,1.0705798,0.039971143,399.8443,2.477367,0.18988876,69.38887,63.23466,-15.695366,56.70747,2.3882308,1.8936007,2.9014554,2.7008138,2.461745,153.18086,571.98694,297.00128,196.9183,542.0429,0.105354704,0.05947995,1.2388295,27.78045,0.24607177,9.459095
1203,1.1470897,0.039142944,399.87787,2.4625096,0.13455889,46.99438,56.373035,-21.613533,61.04262,2.8953083,2.0612974,2.7150183,2.1014197,1.7707945,107.16142,526.0192,435.55206,428.59015,559.5917,0.059936702,0.55536497,3.4852996,28.648636,0.08404484,11.349811
1204,1.1680235,0.044557333,399.85294,2.4734833,0.094488114,72.72216,99.86394,-18.828724,63.333305,2.3562732,1.7786843,2.479689,1.9452072,1.6123043,97.90332,516.98816,71.51383,312.89398,623.4855,0.14622822,0.40487742,5.706848,62.359142,0.80661744,9.522847
1205,1.0826927,0.040944535,399.98422,2.4713917,0.32605147,102.49058,102.48086,-13.219548,-27.245615,2.593834,2.072525,3.1885235,2.953249,2.6805253,166.73267,506.1643,129.42642,662.451,717.6838,0.17721385,0.57763463,8.646235,98.32076,0.55660164,9.983469
1206,1.0704105,0.03296897,399.88782,2.4836326,0.18817505,56.088264,122.42786,-8.633415,7.9989457,2.2516458,1.7091345,2.4755836,2.0709996,1.7739553,108.75688,574.7977,147.27327,264.0723,350.1811,0.16688453,0.4858242,5.463563,53.191795,0.41745502,9.691439
1207,1.101011,0.03813393,400.0343,2.4427202,0.1287085,55.39878,74.4421,-14.060628,20.140856,1.4625757,1.1906693,1.9924219,2.1956215,2.2597935,142.93289,505.1507,227.70786,415.7404,147.21695,0.26246643,2.4286556,15.166571,123.609024,0.06269367,9.1844425
1208,1.1300313,0.04516395,399.842,2.4777405,0.07837554,85.680336,59.622913,-13.929996,62.40149,1.9750888,1.5745417,2.4332771,2.4009843,2.2884011,143.44896,543.0887,330.0633,208.46745,535.61774,0.20819895,1.3856761,10.816026,92.84621,0.48148847,9.042832
1209,1.1232014,0.057766754,400.077,2.4805064,0.19869569,62.937187,68.06469,-13.3821535,-10.709274,1.7859766,1.3805065,2.0300045,1.8341904,1.6661373,103.294655,613.72943,122.83256,558.55615,117.92247,0.15845796,1.188837,9.15124,82.64052,0.5260573,10.108789
1210,1.0928023,0.04842954,399.73047,2.4849758,0.18709655,59.35891,71.03036,-17.831776,22.137503,2.2641277,1.7899364,2.7263865,2.4744287,2.2110631,137.13232,570.50183,74.33071,143.00096,581.0902,0.062214077,0.5372772,3.7259412,31.89997,0.477719,10.296312
1211,1.1195142,0.041201103,400.08014,2.4775786,0.15361908,58.904213,72.68338,-16.022404,19.557806,2.1576176,1.6209759,2.2747169,1.9556049,1.7346029,106.77324,488.9987,132.28796,200.47842,1219.9563,0.17680927,1.3715525,6.165245,47.231937,0.7800004,8.721264
1212,1.1481397,0.045819573,399.83795,2.437451,0.41265297,69.62384,66.027885,-23.643478,41.586323,1.8798027,1.4777048,2.2777016,2.1893191,2.0429425,127.52866,499.6307,58.903572,308.09836,649.93823,0.17807873,0.8440935,8.789263,82.72738,0.6017682,10.452721
1213,1.105957,0.041733094,399.79147,2.5200684,0.16796371,44.930855,102.17994,-15.46483,15.539739,2.9344323,2.1302009,2.8590014,2.2850437,1.9562836,119.08803,448.969,112.27734,509.10947,427.6801,0.14865339,0.682933,5.991042,53.355175,0.68528426,9.802305
1214,1.024822,0.041396994,399.81622,2.466031,0.1532481,88.6595,97.56797,-12.84281,36.701134,2.2809334,1.807564,2.79355,2.6681783,2.4782667,154.68893,591.0157,166.25021,670.86444,681.6561,0.094060935,1.1734421,5.4427004,42.013927,0.7057615,11.466124
1215,1.2107009,0.046774764,400.03204,2.457742,0.24628314,64.216965,69.44876,-17.464924,-11.625822,2.216243,1.7747314,2.7561083,2.538961,2.2673836,140.82639,531.68024,101.70754,582.0153,724.9063,0.27632442,2.8345437,16.77866,135.46655,0.66306555,9.906448
1216,1.0915054,0.03955286,399.65726,2.4740674,0.14538157,66.496056,75.814735,-15.501508,-5.773534,2.3617456,1.8849853,2.9194226,2.6922393,2.409856,149.69597,546.73694,105.85687,32.96709,775.0748,0.054409217,0.41761836,3.0951862,26.394678,0.48053065,10.040699
1217,1.0738065,0.048726186,399.92328,2.4640641,0.11180253,60.990154,81.774376,-17.850897,15.609947,2.7060826,1.9815016,2.7644925,2.3410969,2.0593884,126.487625,488.39093,123.424576,298.7635,547.16034,0.19723627,2.308892,10.012752,76.32473,0.75434417,10.173033
1218,1.0567971,0.060327422,399.75525,2.473634,0.15418431,36.74417,71.68715,-23.331758,46.527527,1.9446068,1.5333171,2.4035094,2.3897293,2.2807212,142.90427,571.8923,106.40548,274.56427,815.2985,0.20210847,1.0318213,7.4797196,63.738483,0.6896099,9.975618
1219,1.1381639,0.04386378,399.9449,2.5001626,0.21483359,58.56482,84.45907,-19.352987,13.69241,2.6079478,1.9131756,2.6773374,2.2519422,1.9707806,120.93642,629.3727,65.112366,396.28253,586.8124,0.21819434,2.7268977,11.777541,89.70705,1.1126494,10.582429
1220,1.0748681,0.04147004,399.9288,2.471402,0.20465723,60.075188,59.05829,-14.578115,43.560535,2.5859191,2.0129373,3.0184817,2.6831841,2.377416,147.0369,522.7532,34.740124,756.6806,261.50388,0.19383033,1.9632527,11.783863,94.887695,0.8272702,9.84105
1221,1.1266212,0.042812414,399.9024,2.4757752,0.42084146,89.89964,100.6428,-16.991606,15.24737,1.8796577,1.5399187,2.494574,2.639626,2.6248653,165.60614,510.88446,223.71428,304.197,773.62103,0.27959552,0.5746663,9.797799,123.01949,0.6694835,9.663028
1222,1.078088,0.04322039,400.09775,2.4938486,0.5812863,89.15436,15.550369,-12.673188,17.923815,1.2904253,1.1018432,1.8779621,2.1208994,2.2174964,140.93916,530.1757,51.705982,290.57138,592.2029,0.28389004,0.111479744,2.3883328,64.395355,0.35039642,8.64562
1223,1.0842826,0.04193408,399.98593,2.4643033,0.4331141,62.212513,61.481117,-12.49285,0.83202064,1.8534021,1.5395988,2.5203967,2.730193,2.7764425,175.59505,534.4504,50.721985,685.2336,351.9857,0.123482846,0.80243254,8.690022,83.656395,0.49279723,11.074556
1224,1.0769975,0.043380428,400.05603,2.4931514,0.09307371,56.186455,76.717804,-12.630697,15.962427,2.6139653,1.9383014,2.8216481,2.6563504,2.4765182,154.06772,498.9864,134.17233,131.91096,1037.708,0.21821086,0.83518994,7.7260466,69.66399,0.50127524,10.180994
1225,1.0779436,0.04117602,399.97192,2.4984264,0.14796081,25.413237,47.34359,-12.651312,16.701412,2.9059994,2.2442207,3.3541234,3.0931244,2.8355947,176.1983,394.73093,390.77112,77.90355,820.8976,0.13274129,0.9266321,7.3911643,63.63131,0.56093097,10.287788
1226,1.0857115,0.04552179,399.91418,2.530496,0.08055009,73.750595,61.53437,-17.99935,19.001738,2.632293,1.9629719,2.8294299,2.521013,2.2765517,140.79971,533.88556,298.1109,261.9148,597.9225,0.26904923,2.6863472,13.852781,108.466,-0.11843677,10.0271435
1227,1.1328956,0.05270352,399.9255,2.481992,0.3030717,55.975594,56.935387,-21.09764,35.12965,2.8717968,2.1373887,3.0154111,2.4912734,2.1435056,131.17735,537.8893,212.353,363.29547,368.50842,0.15903136,0.7827266,7.6566725,71.08724,0.41774935,10.185807
1228,1.2332236,0.06110269,399.90808,2.4716496,0.22414067,45.333717,47.27795,-11.732527,12.662061,3.1904953,2.2953067,3.1242187,2.6230083,2.3067422,141.29974,586.4004,466.33847,445.21582,655.361,0.25587696,2.3662963,13.244031,106.25199,-0.21582273,10.62565
1229,1.1036788,0.04243184,399.94257,2.4708633,0.2641421,111.38961,104.68656,-17.141367,21.527502,2.1804855,1.7191044,2.6326475,2.5282302,2.3749452,148.32397,484.26147,40.43806,521.875,326.3239,0.2699153,1.286635,12.305006,112.30453,0.60471123,10.614896
1230,1.1078008,0.049650487,399.85382,2.4894,0.24187958,114.100914,73.87155,-17.68535,13.943042,2.4512043,1.8669676,2.7015126,2.4506028,2.2347584,138.53159,534.2964,106.152016,383.6618,180.93582,0.2027452,1.192488,8.498522,71.69942,0.37408185,9.487847
1231,1.184281,0.049178123,399.7354,2.4725242,0.16668454,58.81496,60.66149,-26.206854,51.769867,2.9046779,2.2924957,3.535247,3.3362217,3.0734959,191.57083,503.92328,230.27454,438.5146,604.1554,0.04674185,0.31767124,2.4438725,21.338734,0.20173721,11.603833
1232,1.1668851,0.04906404,400.1607,2.4369407,0.112897836,108.50798,58.704277,-25.214012,33.932133,1.9141979,1.4782877,2.1551213,1.9337013,1.7502258,108.42423,438.8999,122.086975,791.2128,767.7047,0.102686524,0.60947454,5.139301,46.27296,0.9471218,10.067565
1233,1.1558926,0.04349388,399.8478,2.4896865,0.1591131,34.296272,116.40535,-13.897413,46.62474,2.6830738,2.0960171,3.268563,3.2270157,3.0888016,193.3778,483.38388,171.79515,789.3148,224.17891,0.14930598,0.9244561,7.0050516,59.908905,0.77371895,10.76605
1234,1.0094907,0.02254333,399.92523,2.4864411,0.15738663,45.75143,71.42777,-8.670196,29.997076,2.3533916,1.7750155,2.587572,2.3385391,2.1272926,131.79457,554.8739,180.1722,434.07758,684.1929,0.051921815,0.32615152,2.1376925,17.883732,0.25584573,9.682855
1235,1.1703564,0.037648737,399.82513,2.4726393,0.29041973,104.552635,83.02549,-17.199223,24.39355,2.255097,1.6770382,2.3226109,1.8811262,1.6081806,98.18385,553.734,71.90092,333.43344,419.11322,0.1967573,1.6225157,9.588358,77.78197,0.6329708,10.647744
1236,1.0376084,0.043439545,399.95798,2.530174,0.19317111,44.791363,95.62846,-16.603474,44.01534,2.7893074,2.1453857,3.1487765,2.873279,2.62234,162.74513,620.0309,185.37143,278.96912,323.77017,0.15906344,1.3551009,8.03441,64.62279,0.3313176,10.849283
1237,1.1911287,0.051948946,399.9229,2.4764893,0.36813477,99.48049,70.48948,-21.232088,41.02459,2.7737682,2.005325,2.7909908,2.3902848,2.1189313,130.30574,550.4934,193.45248,756.338,198.17398,0.122620806,0.79298884,5.418988,45.209343,1.0250533,10.484752
1238,1.0422928,0.037912793,400.1564,2.4865217,0.14063266,52.969856,85.726204,-16.18874,18.605413,3.3688176,2.3789878,3.0927048,2.377521,2.001707,120.85048,455.65634,162.34622,527.59485,448.82324,0.11586797,1.3366028,6.337521,48.884888,0.9349658,9.0252075
1239,1.176601,0.047097024,399.94147,2.517918,0.15686658,59.5182,50.211052,-21.254917,20.071272,1.8012903,1.5376396,2.5792408,2.7398345,2.6845021,169.40259,564.5326,112.34963,196.69116,801.51746,0.14763047,0.718675,6.919432,64.94653,1.1690372,10.267029
1240,1.1081679,0.040616356,399.76923,2.4626155,0.42059618,37.922676,92.21509,-14.780362,27.980478,2.8535395,2.221167,3.3583808,3.1697707,2.942312,183.3675,519.01416,112.79584,417.34204,335.07916,0.15989146,0.58046544,6.1174803,58.10976,0.86040723,9.955904
1241,1.1722519,0.04188319,400.00497,2.4610991,0.103404716,69.352615,73.94963,-19.77379,57.48939,2.293066,1.7444782,2.5276809,2.227301,1.9917262,123.06932,553.90485,215.4696,194.1247,867.81415,0.07752482,0.7340759,4.7034903,38.5858,0.5645093,9.5457945
1242,1.1193835,0.04583956,399.82022,2.476741,0.07842731,41.77003,113.37218,-13.660724,21.149868,3.0966759,2.2095942,2.8875885,2.1792898,1.8092554,108.98926,488.596,112.949326,539.02747,542.46106,0.075623795,0.20430431,3.2641296,40.05567,0.16418836,8.252066
1243,1.202651,0.044243973,399.88934,2.4679859,0.34729922,56.519707,77.99544,-15.906909,50.00542,3.5907063,2.5970159,3.5984254,3.0329022,2.66637,163.59573,565.8366,129.24356,515.8312,304.958,0.10874587,1.5352983,5.6066794,41.76244,0.5031815,10.991381
1244,1.211664,0.05054391,400.08667,2.154978,0.26097637,60.926888,101.443474,-15.069376,-2.8174884,1.7830212,1.52548,2.5963433,2.830316,2.8372798,179.71992,550.66504,117.28931,143.05832,671.5132,0.055558093,0.7137631,2.7661333,20.756382,0.7888041,8.971805
1245,1.0693969,0.038717613,399.50598,2.3651319,0.1170102,105.124344,78.84898,-10.96348,10.983884,2.4007163,1.8532432,2.694018,2.2403648,1.904611,116.77676,472.9206,110.68773,316.05865,511.30096,0.21062413,0.39801937,6.5766106,82.71136,0.0512136,8.874081
1246,1.1112087,0.04168862,399.92874,2.4724507,0.20681019,89.07064,107.17659,-16.39591,42.152504,2.172892,1.7154229,2.6099224,2.4845393,2.3149748,144.43822,633.28674,50.397137,170.47482,801.52124,0.027731985,0.08737297,1.3698524,16.10236,0.41315228,9.746654
1247,1.0787448,0.039705783,399.95514,2.483314,0.21178181,51.786133,103.503235,-13.023458,4.440757,2.278167,1.7083619,2.3713362,1.9354956,1.661734,101.31883,557.4982,49.57906,215.57205,1169.3615,0.09991344,0.8716966,4.8492556,38.777,0.18116263,9.769656
1248,1.1804488,0.044106014,399.91357,2.494758,0.095572345,40.32222,104.0778,-17.74218,55.08266,2.9038577,2.1792488,3.1541736,2.812535,2.537333,156.94255,505.61737,37.6819,182.77763,175.748,0.103584744,0.6110139,5.999751,55.786522,1.2179428,10.103808
1249,1.1255918,0.0421384,399.78732,2.4762673,0.19120458,70.97781,89.522194,-10.173169,7.277704,1.6611254,1.3866013,2.3279922,2.4386444,2.3416483,147.40959,469.88998,233.67192,308.92645,736.82947,0.1338116,1.8737831,8.48829,65.13878,0.33924395,10.149181
1250,1.1189283,0.04169612,399.94,2.4567125,0.09054407,67.74095,83.25682,-12.161737,3.662706,1.7928444,1.3821346,2.1356761,2.0901508,1.9828961,123.92991,495.46396,30.168701,682.0612,627.12805,0.093766525,0.8526953,6.1826863,52.17864,0.5712804,9.733386
1251,1.0891584,0.0386444,400.0055,2.474945,0.116635896,88.20827,42.213615,-15.299292,31.585236,2.0088913,1.5860411,2.3687217,2.1732461,1.980299,123.05992,555.0961,69.568954,392.47382,1058.1624,0.234018,0.74944353,8.564183,84.803665,0.24282089,9.813407
1252,1.04602,0.03978905,399.93555,2.4796607,0.22083035,27.158121,114.99668,-9.489593,10.947729,3.0257733,2.2124493,3.064542,2.554791,2.2294378,136.58224,605.2117,55.097755,378.41025,379.38147,0.040076002,0.37473425,1.5904715,12.07807,0.98853606,10.800458
1253,1.1923633,0.04682094,399.9218,2.4711082,0.14302218,97.33913,77.01624,-20.776354,28.130259,2.1263433,1.6263425,2.3237185,1.9465485,1.6841402,103.334435,534.4193,81.48237,550.65186,811.20056,0.28045958,0.43029332,8.55325,137.96075,0.79506636,9.543396
1254,1.1123352,0.041699108,400.00345,2.421491,0.26621562,90.12804,93.89912,-17.120317,15.075125,2.588567,1.9873979,2.9031084,2.6353102,2.402785,149.01167,566.07574,33.298588,519.1031,616.0837,0.11546062,0.1403985,2.8360524,46.66674,0.47862712,11.079119
1255,1.0362613,0.03905514,399.89273,2.4714017,0.15106598,68.52375,121.43984,-10.567095,9.139112,2.1593661,1.7530311,2.7720764,2.7235198,2.5614867,160.36272,517.58966,117.260704,578.2785,371.83917,0.23446012,2.4018207,15.312853,124.9633,0.018939829,9.209071
1256,1.0987322,0.04751954,399.877,2.461844,0.10182295,68.29207,94.476585,-10.436898,38.254723,2.6761844,2.0531342,3.0189154,2.7580495,2.520063,156.41379,515.916,62.459778,269.14163,942.9569,0.13171567,0.8014196,6.5947714,58.06123,0.7843741,10.744127
1257,1.1356804,0.043776847,399.87134,2.4719832,0.5768664,101.709465,143.10364,-11.640892,19.732332,1.4743606,1.1707603,1.839544,1.8285849,1.7448723,109.31465,529.8083,87.9643,633.93396,515.4771,0.19922237,0.67093486,7.548332,73.46684,0.6148408,9.478013
1258,1.1047621,0.04217313,400.00607,2.4769044,0.27925044,103.988,55.075493,-12.906265,36.747993,2.0420046,1.564459,2.2766223,1.9530613,1.7051655,104.979965,546.05334,99.89488,676.5719,657.9559,0.1329108,1.2711737,7.9500213,64.623314,0.98553973,9.704559
1259,1.0031189,0.03767162,399.90936,2.4725318,0.154727,0.8046414,88.62526,-9.695547,46.275597,1.7002869,1.3080153,1.9829642,1.8838505,1.7544705,109.34257,580.2108,57.756145,729.11975,679.0479,0.14058533,1.362722,7.086589,55.81145,0.24927858,11.281764
1260,1.1373415,0.04483155,399.90833,2.4604912,0.21066806,101.75664,121.70018,-20.23344,54.904724,2.8421762,2.170854,3.1621602,2.8516817,2.5923288,160.58664,533.24884,66.69275,543.9513,506.56534,0.108728334,0.44967037,4.242257,38.550438,0.33010677,11.3798065
1261,1.0365156,0.036822874,400.00446,2.4613855,0.21171577,90.5283,116.196266,-11.382098,9.74848,2.2816455,1.7615131,2.5627377,2.2506688,2.0059173,123.88928,545.48206,102.99065,167.50803,458.38947,0.060403474,0.37608415,3.4425793,30.850674,0.1014884,9.740659
1262,1.1098334,0.049690064,400.03085,2.4494631,0.3285664,63.285847,67.39951,-14.267252,35.291946,2.7281308,2.1344702,3.186854,2.8903794,2.615176,162.21393,515.4625,519.9127,78.02527,575.77405,0.035835493,0.03912471,0.83256185,16.086887,1.2100947,10.283785
1263,1.2538307,0.05685219,399.97818,2.4718406,0.26374185,119.3677,76.43999,-13.614828,-2.876805,2.0906336,1.6205466,2.4380429,2.2536237,2.0646234,128.31429,535.9196,77.359795,66.27067,984.4787,0.24997142,0.72108555,10.230967,114.138954,0.17208329,9.353537
1264,1.0899013,0.040548127,399.93805,2.4760308,0.09898767,93.987144,85.74695,-11.140127,22.194017,2.5779476,1.8577572,2.543527,2.1549397,1.9008951,116.6483,586.38,125.137024,230.54175,848.7051,0.23868981,1.2122986,8.406595,69.913925,0.86930865,9.108347
1265,1.1124882,0.03836559,399.9562,2.4726639,0.20296657,89.66752,96.068344,-10.459424,17.977793,1.8922056,1.5124402,2.342855,2.2651362,2.1276088,133.00087,454.5131,202.19339,116.857925,705.7615,0.24249606,1.0256338,12.410834,125.2217,0.5979686,9.288947
1266,1.0423118,0.039828543,399.8629,2.5138576,0.16302599,110.27486,72.61552,-12.941592,34.34429,2.851779,2.197849,3.2626882,3.0879064,2.8729894,179.04562,621.9118,46.375225,246.18881,643.3799,0.104986824,0.7275757,5.4550076,46.193714,0.51060885,11.365639
1267,1.1141874,0.061032534,399.77847,2.4859328,0.34515506,116.17733,79.05639,-18.038048,16.487904,2.4188979,1.8575662,2.6272273,2.1969419,1.9058281,116.92265,559.7329,67.092,1194.1768,106.93478,0.13359796,2.1585379,8.81675,66.75354,0.55832636,11.867678
1268,1.0566009,0.029207211,399.95642,2.4880486,0.24480064,61.913483,67.541664,-11.930317,9.227852,1.569835,1.3001558,2.2218597,2.388475,2.3433635,147.86508,503.58682,175.14914,398.692,807.95325,0.069226675,0.41343832,2.4918144,20.804302,0.0075701238,9.701099
1269,1.0605693,0.038482744,399.73276,2.48614,0.08219014,107.10185,77.56601,-7.9376893,-16.45955,3.276979,2.3968368,3.3246315,2.8506706,2.5288005,155.39105,501.03265,334.80255,189.04951,524.8175,0.24946885,1.5315554,9.084457,73.89255,0.11452615,9.9574795
1270,1.0873849,0.037553996,399.7899,2.4831307,0.14856577,98.8416,84.617325,-12.70297,24.408329,2.366117,1.8572896,2.7712226,2.5309098,2.2981203,142.71912,557.22455,214.35518,755.07733,453.66855,0.095375605,0.8870101,5.190259,41.947495,0.29503793,10.425364
